Cantidad;Periodo_Cartera;Segmento;Tipo_Cotizante;Grupo_Producto;SEXO;Tipo_Trabajador
1;202202;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
25;202101;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Femenino;Independiente
621;202202;Alto Valor;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
3;202104;Rentas Masivas;No Cotizante;APO;Femenino;Dependiente
5;202109;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
31;202104;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Dependiente
9;202111;Alto Patrimonio;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Independiente
1;202205;Rentas Medias;Afiliado no Pensionado;CB;Masculino;NULL
16;202103;Rentas Medias;Pensionado;CB + PENS;Femenino;Dependiente
6;202208;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA;Masculino;Independiente
9;202111;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
3;202103;Rentas Medias;Pensionado;VIDA;Masculino;NULL
38426;202101;Rentas Masivas;Afiliado no Pensionado;APO;Femenino;Independiente
14;202103;Prime;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
268;202107;Prime;Afiliado no Pensionado;APO + CB;Masculino;Dependiente
76;202109;Rentas Medias;Pensionado;CB;Masculino;Dependiente
1;202110;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Independiente
111;202111;Alto Valor;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
1;202108;Alto Valor;Pensionado;APO + VIDA + PENS;Masculino;Independiente
57;202208;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;Dependiente
1;202101;Alto Valor;Pensionado;APO + VIDA;Masculino;Independiente
58;202105;Rentas Medias;Pensionado;AFP_VOL;Femenino;NULL
9;202110;Prime;Pensionado;AFP_VOL;Femenino;NULL
3;202109;Alto Patrimonio;Afiliado no Pensionado;CB;Femenino;Dependiente
3;202202;Alto Valor;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
1;202103;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
6;202201;Prime;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
178;202204;Alto Valor;Pensionado;AFP_VOL + PENS;Femenino;Independiente
348;202204;Prime;No Cotizante;AFP_VOL;Masculino;NULL
7;202103;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
222;202110;Alto Valor;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
2;202204;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Independiente
79362;202112;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Masculino;Dependiente
3;202204;Rentas Medias;Pensionado;AFP_VOL + VIDA;Masculino;NULL
2;202105;Prime;Pensionado;VIDA;Masculino;NULL
3;202207;Alto Valor;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
1320;202107;Alto Valor;No Cotizante;CB;Femenino;NULL
1;202101;Alto Valor;Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
58;202109;Rentas Medias;Pensionado;CB;Femenino;Dependiente
1;202111;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
1;202106;Alto Patrimonio;Pensionado;APO + CB + VIDA + PENS;Femenino;Dependiente
1;202107;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
101;202205;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
8;202101;Alto Patrimonio;Afiliado no Pensionado;APO + CB;Femenino;Independiente
720;202107;Rentas Masivas;Pensionado;AFP_VOL;Femenino;Independiente
4407;202101;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
21;202102;Prime;Pensionado;CB;Masculino;Independiente
18;202206;Alto Valor;Pensionado;CB;Masculino;Independiente
2356;202103;Rentas Medias;No Cotizante;CB;Masculino;NULL
38;202106;Alto Valor;Afiliado no Pensionado;AFP_VOL;Femenino;Dependiente
7;202204;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
165;202108;Alto Patrimonio;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
53;202106;Alto Valor;Pensionado;AFP_VOL + CB;Femenino;Dependiente
2;202106;Rentas Medias;Pensionado;APO + VIDA;Masculino;Dependiente
4;202102;Rentas Medias;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
551;202103;Alto Patrimonio;No Cotizante;CB + VIDA;Masculino;NULL
577;202111;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
5;202111;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
3;202206;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;NULL
5;202206;Alto Valor;Pensionado;APO + VIDA;Femenino;Dependiente
2;202109;Prime;Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
662;202202;Rentas Medias;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
1;202207;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
1;202112;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Independiente
1;202101;Rentas Medias;Pensionado;CB + VIDA;Femenino;NULL
17;202101;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
27;202108;Alto Patrimonio;Pensionado;CB;Femenino;Dependiente
1;202102;Alto Valor;Pensionado;APO + CB + VIDA;Femenino;Dependiente
11;202103;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Dependiente
1;202207;Prime;Pensionado;APO + CB + VIDA + PENS;Femenino;Dependiente
1;202108;Alto Patrimonio;No Cotizante;VIDA + PENS;Masculino;NULL
333;202105;Rentas Medias;Pensionado;AFP_VOL;Masculino;Independiente
3;202108;Alto Patrimonio;Pensionado;APO + CB + VIDA + PENS;Masculino;Dependiente
17;202206;Alto Valor;Pensionado;CB;Femenino;Independiente
2;202207;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Femenino;Independiente
6;202103;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
853;202104;Rentas Masivas;Pensionado;AFP_VOL + PENS;Masculino;Independiente
1;202207;Rentas Medias;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
20;202111;Rentas Masivas;Pensionado;CB;Femenino;Independiente
21;202202;Rentas Medias;Pensionado;APO + AFP_VOL;Masculino;Independiente
1;202101;Alto Patrimonio;Afiliado no Pensionado;VIDA;Masculino;Dependiente
18;202203;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;Dependiente
2;202111;Prime;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
12;202205;Prime;Pensionado;APO + AFP_VOL;Femenino;Dependiente
596;202102;Rentas Medias;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
2;202201;Alto Valor;Pensionado;CB + VIDA;Masculino;Dependiente
4;202106;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;Independiente
9;202202;Rentas Masivas;Pensionado;CB + PENS;Femenino;Independiente
1;202203;Rentas Masivas;Pensionado;APO + CB;Femenino;Dependiente
1;202205;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;NULL
84;202105;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
42;202204;Rentas Medias;No Cotizante;AFP_VOL + CB + VIDA;Femenino;NULL
2;202206;Rentas Medias;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
34;202107;Prime;Afiliado no Pensionado;APO + CB;Femenino;Independiente
2;202204;Prime;Pensionado;VIDA + PENS;Femenino;Independiente
21;202201;Alto Valor;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Dependiente
4;202112;Rentas Medias;Afiliado no Pensionado;CB;Masculino;Independiente
220;202109;Rentas Masivas;No Cotizante;AFP_VOL + CB;Masculino;NULL
40;202206;Prime;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Dependiente
7;202102;Alto Valor;Pensionado;APO + CB;Masculino;Dependiente
33;202106;Rentas Medias;Pensionado;VIDA;Femenino;Independiente
3122;202108;Rentas Masivas;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
100;202102;Rentas Masivas;Pensionado;CB;Femenino;Dependiente
16;202106;Prime;Pensionado;VIDA;Masculino;Dependiente
252;202104;Rentas Medias;Pensionado;APO + PENS;Femenino;Dependiente
260;202208;Alto Valor;Pensionado;APO + AFP_VOL;Masculino;Dependiente
2;202203;Alto Patrimonio;Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
2;202107;Rentas Masivas;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Dependiente
2;202111;Prime;Pensionado;AFP_VOL + CB;Femenino;NULL
4703;202103;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Independiente
523;202101;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
2;202101;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
1;202110;Rentas Medias;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
374;202201;Prime;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
531;202201;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Femenino;Dependiente
50;202110;Alto Valor;Afiliado no Pensionado;APO + CB;Masculino;Independiente
19;202105;Alto Patrimonio;No Cotizante;AFP_VOL + CB + VIDA;Femenino;NULL
1;202206;Alto Valor;Pensionado;APO + CB + VIDA + PENS;Masculino;Dependiente
27;202111;Rentas Medias;Pensionado;APO + AFP_VOL + PENS;Femenino;Independiente
1;202102;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Femenino;Independiente
367;202204;Rentas Masivas;Pensionado;AFP_VOL;Femenino;NULL
2;202108;Rentas Masivas;No Cotizante;AFP_VOL + VIDA;Femenino;NULL
55;202110;Prime;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
1;202102;Rentas Medias;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Independiente
32;202103;Rentas Medias;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
53;202203;Alto Valor;No Cotizante;AFP_VOL + CB + VIDA;Masculino;NULL
3;202204;Prime;Pensionado;APO + CB;Masculino;Dependiente
213;202108;Alto Valor;Pensionado;APO + AFP_VOL;Masculino;Dependiente
3284;202204;Alto Valor;No Cotizante;VIDA;Masculino;NULL
7;202206;Prime;Afiliado no Pensionado;CB;Masculino;Dependiente
16;202105;Alto Patrimonio;Pensionado;CB + VIDA;Femenino;Dependiente
66;202112;Rentas Masivas;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
18;202205;Alto Patrimonio;Pensionado;AFP_VOL + CB;Femenino;Dependiente
15;202111;Rentas Medias;Pensionado;CB;Femenino;Independiente
1;202205;Rentas Medias;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
148;202206;Rentas Masivas;Afiliado no Pensionado;APO + CB;Masculino;Dependiente
17;202202;Rentas Masivas;Pensionado;CB + PENS;Masculino;Dependiente
5;202109;Rentas Masivas;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
52;202102;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
1;202111;Alto Valor;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
1;202112;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
4;202204;Prime;Afiliado no Pensionado;CB;Masculino;Dependiente
2;202202;Rentas Medias;Afiliado no Pensionado;VIDA;Masculino;Independiente
1352;202206;Prime;Afiliado no Pensionado;APO + AFP_VOL;Femenino;Dependiente
3;202105;Rentas Masivas;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
4;202110;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
45;202110;Prime;Afiliado no Pensionado;APO + VIDA;Masculino;Independiente
5;202109;Alto Patrimonio;Pensionado;CB + PENS;Femenino;Independiente
22;202108;Prime;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
44;202202;Alto Patrimonio;Afiliado no Pensionado;APO + CB + VIDA;Femenino;Dependiente
12;202201;Prime;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
3;202203;Alto Valor;Afiliado no Pensionado;AFP_VOL + PENS;Masculino;Dependiente
70;202106;Rentas Masivas;No Cotizante;VIDA;Masculino;NULL
2;202106;Prime;Pensionado;VIDA + PENS;Masculino;Independiente
1;202101;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Masculino;NULL
83;202207;Alto Patrimonio;No Cotizante;AFP_VOL;Masculino;NULL
1;202112;Rentas Medias;Pensionado;AFP_VOL + CB + VIDA;Masculino;Dependiente
32;202202;Alto Valor;Pensionado;AFP_VOL;Masculino;NULL
6;202207;Alto Valor;Pensionado;AFP_VOL + VIDA + PENS;Femenino;Independiente
5;202105;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
28;202106;Alto Patrimonio;Pensionado;AFP_VOL;Masculino;Dependiente
20;202206;Alto Patrimonio;Afiliado no Pensionado;APO + VIDA;Masculino;Dependiente
9;202106;Rentas Medias;Pensionado;APO + PENS;Femenino;Independiente
18;202109;Prime;Pensionado;AFP_VOL + CB;Masculino;Independiente
1;202105;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + PENS;Femenino;Independiente
5;202203;Rentas Medias;Pensionado;CB + PENS;Femenino;Independiente
3;202110;Rentas Masivas;Pensionado;AFP_VOL + CB;Femenino;Independiente
5;202203;Prime;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Independiente
2;202104;Rentas Medias;Pensionado;APO + VIDA;Masculino;Dependiente
149;202103;Alto Patrimonio;No Cotizante;VIDA;Femenino;NULL
16;202108;Prime;Pensionado;VIDA;Masculino;Dependiente
10;202103;Rentas Medias;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
1;202206;Prime;Afiliado no Pensionado;AFP_VOL;Masculino;NULL
9;202208;Rentas Masivas;Pensionado;CB;Masculino;NULL
1;202106;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
2;202104;Alto Valor;Afiliado no Pensionado;VIDA;Masculino;Dependiente
3;202206;Prime;Pensionado;APO + AFP_VOL + PENS;Femenino;Independiente
4;202106;Prime;Pensionado;APO + CB;Masculino;Dependiente
6;202201;Alto Valor;Pensionado;APO + AFP_VOL;Femenino;Independiente
3;202101;Prime;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Dependiente
4;202111;Alto Valor;Pensionado;AFP_VOL + VIDA;Masculino;Independiente
12;202101;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Dependiente
3;202105;Prime;Pensionado;AFP_VOL + CB + VIDA + PENS;Masculino;Independiente
2;202201;Rentas Masivas;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
1;202102;Rentas Medias;Afiliado no Pensionado;VIDA;Masculino;Independiente
5;202204;Rentas Medias;Pensionado;CB + VIDA;Femenino;Dependiente
1;202108;Prime;Pensionado;AFP_VOL + VIDA;Femenino;Independiente
1;202208;Rentas Medias;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
399;202203;Rentas Medias;No Cotizante;AFP_VOL + CB;Femenino;NULL
533;202112;Rentas Medias;No Cotizante;AFP_VOL + CB;Masculino;NULL
7;202202;Alto Patrimonio;Pensionado;AFP_VOL + CB + PENS;Femenino;Independiente
6;202206;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Masculino;Independiente
16;202102;Rentas Medias;Pensionado;APO + AFP_VOL;Masculino;Independiente
529;202207;Prime;No Cotizante;CB + VIDA;Masculino;NULL
862;202106;Rentas Masivas;Pensionado;AFP_VOL + PENS;Masculino;Independiente
6385;202207;Rentas Masivas;Pensionado;AFP_VOL;Femenino;Dependiente
78;202108;Rentas Masivas;No Cotizante;VIDA;Masculino;NULL
11;202110;Prime;Pensionado;CB + PENS;Femenino;Independiente
1;202208;Rentas Medias;Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
35;202101;Alto Patrimonio;Pensionado;AFP_VOL + PENS;Masculino;Independiente
17;202101;Rentas Medias;Pensionado;CB + PENS;Femenino;Dependiente
80;202208;Prime;Afiliado no Pensionado;APO + CB + VIDA;Masculino;Dependiente
2;202204;Alto Valor;Afiliado no Pensionado;AFP_VOL + CB;Masculino;Independiente
4;202104;Alto Patrimonio;Pensionado;CB + VIDA + PENS;Masculino;Independiente
26;202104;Rentas Medias;Afiliado no Pensionado;AFP_VOL;Femenino;NULL
5;202206;Rentas Masivas;No Cotizante;CB + VIDA;Masculino;NULL
181;202208;Alto Valor;Pensionado;AFP_VOL + PENS;Femenino;Independiente
1;202110;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL + CB + VIDA;Femenino;Independiente
2;202105;Alto Patrimonio;Afiliado no Pensionado;AFP_VOL;Masculino;Dependiente
2;202101;Alto Valor;Pensionado;CB + VIDA;Masculino;Dependiente
15;202110;Prime;Pensionado;CB + PENS;Masculino;Dependiente
129;202102;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
1;202110;Rentas Medias;Afiliado no Pensionado;AFP_VOL + PENS;Femenino;Independiente
1;202104;Alto Patrimonio;Pensionado;APO + CB + PENS;Femenino;Dependiente
656;202201;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Masculino;Dependiente
21;202109;Rentas Medias;Pensionado;APO + AFP_VOL;Masculino;Independiente
202;202112;Prime;No Cotizante;AFP_VOL + CB;Masculino;NULL
11639;202207;Rentas Masivas;Pensionado;AFP_VOL;Masculino;Dependiente
13;202204;Alto Patrimonio;Pensionado;AFP_VOL;Femenino;Dependiente
4;202101;Alto Valor;Afiliado no Pensionado;AFP_VOL;Masculino;Independiente
12;202204;Alto Patrimonio;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
2;202104;Rentas Medias;Pensionado;APO + AFP_VOL + CB;Masculino;Dependiente
1;202102;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Femenino;Independiente
4;202101;Rentas Medias;Pensionado;VIDA;Masculino;NULL
1;202202;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
3;202201;Rentas Medias;Afiliado no Pensionado;AFP_VOL + CB;Femenino;Dependiente
1;202204;Alto Valor;Afiliado no Pensionado;CB + VIDA;Femenino;Dependiente
8;202203;Alto Valor;Afiliado no Pensionado;AFP_VOL;Femenino;NULL
23;202103;Rentas Masivas;Pensionado;APO + AFP_VOL + PENS;Femenino;Independiente
2;202107;Rentas Masivas;Pensionado;AFP_VOL + CB + PENS;Masculino;Independiente
75178;202111;Rentas Medias;Afiliado no Pensionado;APO;Femenino;Dependiente
24;202106;Alto Patrimonio;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Femenino;Dependiente
230;202108;Rentas Medias;Afiliado no Pensionado;APO + VIDA;Femenino;Dependiente
2;202206;Rentas Medias;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Independiente
2;202111;Prime;Pensionado;CB;Femenino;NULL
38;202208;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
13;202110;Rentas Medias;Pensionado;VIDA + PENS;Masculino;Independiente
1;202201;Alto Valor;Afiliado no Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
1;202110;Alto Valor;Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
2378;202203;Rentas Medias;No Cotizante;CB;Masculino;NULL
6;202104;Alto Valor;Pensionado;APO + CB + PENS;Masculino;Dependiente
2;202112;Rentas Masivas;Pensionado;AFP_VOL + CB;Masculino;NULL
9;202105;Prime;Pensionado;APO + AFP_VOL + CB;Femenino;Dependiente
452;202105;Alto Valor;Pensionado;AFP_VOL;Femenino;Dependiente
3;202201;Prime;Pensionado;APO + AFP_VOL + VIDA + PENS;Femenino;Dependiente
1064;202204;Alto Valor;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Dependiente
17;202202;Prime;Pensionado;AFP_VOL + CB;Masculino;Independiente
1;202204;Alto Valor;Pensionado;APO + AFP_VOL + VIDA + PENS;Masculino;Independiente
3;202112;Alto Patrimonio;Pensionado;APO + AFP_VOL;Masculino;Dependiente
7;202203;Rentas Medias;Pensionado;AFP_VOL + VIDA + PENS;Masculino;Independiente
2;202104;Alto Valor;Pensionado;APO + AFP_VOL + CB + VIDA;Femenino;Dependiente
32;202105;Rentas Medias;Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
2;202206;Rentas Masivas;Pensionado;APO + CB + PENS;Masculino;Dependiente
2;202107;Alto Valor;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
1;202111;Prime;Afiliado no Pensionado;AFP_VOL + VIDA;Femenino;Dependiente
3;202109;Alto Patrimonio;Pensionado;VIDA + PENS;Masculino;Independiente
21;202208;Prime;Pensionado;AFP_VOL + VIDA;Masculino;Dependiente
3;202101;Alto Patrimonio;Pensionado;APO + AFP_VOL;Femenino;Dependiente
60;202207;Rentas Medias;Afiliado no Pensionado;APO + AFP_VOL + VIDA;Masculino;Independiente
149;202102;Prime;No Cotizante;AFP_VOL;Femenino;NULL
2373;202112;Rentas Medias;No Cotizante;CB;Masculino;NULL
1;202201;Alto Patrimonio;Pensionado;AFP_VOL + VIDA;Masculino;NULL
32;202104;Rentas Medias;Pensionado;VIDA;Femenino;Independiente
385;202110;Rentas Medias;No Cotizante;AFP_VOL + CB;Femenino;NULL
3;202107;Rentas Medias;Pensionado;APO + VIDA + PENS;Femenino;Dependiente
5;202102;Alto Patrimonio;Pensionado;VIDA;Masculino;Independiente
2;202105;Rentas Medias;Afiliado no Pensionado;CB + VIDA;Masculino;Dependiente
1;202202;Rentas Medias;Pensionado;APO + AFP_VOL + CB + PENS;Masculino;Independiente
92;202202;Alto Patrimonio;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Masculino;Dependiente
6726;202109;Rentas Masivas;Pensionado;AFP_VOL + PENS;Femenino;Dependiente
1;202207;Alto Patrimonio;No Cotizante;AFP_VOL + CB + PENS;Femenino;NULL
15;202105;Rentas Medias;Pensionado;CB + PENS;Femenino;Dependiente
55;202201;Alto Patrimonio;Pensionado;AFP_VOL + PENS;Masculino;Independiente
1;202208;Prime;Pensionado;APO + AFP_VOL + CB + VIDA + PENS;Femenino;Independiente
178;202101;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB;Masculino;Independiente
32;202206;Rentas Masivas;Afiliado no Pensionado;APO + PENS;Masculino;Dependiente
2;202204;Rentas Masivas;Pensionado;APO + CB + PENS;Masculino;Dependiente
2;202107;Prime;Afiliado no Pensionado;VIDA;Masculino;Independiente
55;202108;Prime;Afiliado no Pensionado;APO + AFP_VOL + CB + VIDA;Masculino;Independiente
2;202105;Alto Valor;Pensionado;CB + VIDA + PENS;Femenino;Dependiente
